uid,animal_present,max_confidence
29c0a7812ae357dc03cade75,1,0.624064
2a944600d411a38e805fc211,1,0.808521
2aca2ad15db0cbbb1872a1db,1,0.802865
2b097f8e9518a5f209bdf219,1,0.254231
2b0ae0623e15b07fda3ea258,1,0.811974
2b2288e728f9ef4b24a0e1bf,1,0.581897
2b431d020a6ce5a577f7b48e,1,0.72526
2b6d11a066d26c88e7b5840b,1,0.803328
2bc9f0fd024e6caa1b10993f,1,0.884838
2c02847e2f7abcbaa9de15f0,1,0.4799
2c6aeee30ef06034f9a0c098,1,0.665519
2c79843214f0a3183f81d059,1,0.786459
2ceb071486cdea751d43c565,1,0.893867
2e4177fb69b57edc014c27b7,1,0.819605
2ec22b7ac570fb4a313f60b5,1,0.864882
2f2069bb30b482f8c45c3a82,1,0.886813
2f40bed2d1635c45aef17832,1,0.855369
2f968b17a7b9c2f4ee0109c2,1,0.797872
2fcf2307bbad4fa274a07118,1,0.87674
2ff5a07fd55aad7212845503,1,0.722723
308ead68ecd4113194ab162e,1,0.303113
309e01656872d51d91bac536,0,0
30fe21e5e8c8ff14cf014de9,1,0.792464
310e988617ec7787cc3e9c7e,1,0.275617
3150c334cf98cfb613cedbf6,0,0
3153fb5319351f00fc8786ea,1,0.730001
31787cb8b286954c1d24da35,1,0.831827
331be6e6b56b4ef1d32f5fa8,1,0.76366
34272b7ed3ca6a7f13cc413c,1,0.867148
3462f251354ac6594ab8e088,1,0.836555
348f31cf99bb103c40ee4691,1,0.452899
34989318c6894590678bc6be,1,0.275227
349f875f2d26256db2adfc6d,0,0
34afbd6a5df35ac25ca5b6d2,1,0.855248
34ff7242649b10bd242906e0,1,0.831554
35008b89d7abec66e88872ca,1,0.759761
350eaa1ebf2f75718c487c52,1,0.746693
3517b57c7a4690662c80cb9a,1,0.89275
351c325ee594fb10b4b265d0,1,0.807309
352050e3b396dcb888d1abf7,1,0.789396
3547162bfb2d21e86273f35a,1,0.677367
355d91c851cbef7e7574d870,1,0.711431
359aad3ee1830b6f86b078a0,1,0.885037
35f725fe5fdefde5f3cf6410,1,0.601301
36827ff2b74f1caac6671270,1,0.796767
369e6c612cb710f4f0d09851,1,0.60644
370534e258ccbbc72e4a7648,1,0.462807
379ccbb0119d196887ce6a40,1,0.711331
37d83a67ab24d9ed49a29206,1,0.849722
37d85ffadc7843ec001352e8,1,0.437914
38720714512cbf288e7644ee,1,0.899121
396a2bb06fc060c0f4112ea6,1,0.634204
39bf8341274f74a5a7da25eb,1,0.851706
3a1c1e22ed794d973684b66a,1,0.31279
3a614b8151175e0724fcfb02,1,0.833189
3a6458ddf4d20dffcf513a48,1,0.364438
3a72b0d928b473af747c94fe,1,0.760473
3a7555c726d9ada09fc16004,1,0.303835
3adacf8efecaffebb35f3170,1,0.795975
3b4064ca487f52babfcff187,1,0.509764
3c3f6f70f94aec2670bf34ad,1,0.844922
3c692e4e55821e14654d199c,1,0.860604
3c89c772240f6f7cc8043627,1,0.883034
3c970496a433519b4bb5f8a7,1,0.784319
3cd7a87b83b709c7f1d0a8bd,1,0.827271
3ce4b6e5ee9885b05911814c,1,0.310276
3cfae1212225b9fcb0fbb746,1,0.88642
3e6b28bde68a66eb9ddb792d,1,0.861655
3e9fbcce6c196839221dc4b8,1,0.73029
3f020f59d28783a513fddcc8,0,0
3fa397cf6d216e3d2c268bc2,1,0.407157
3fcd6ae71ef019cfcc5248ee,1,0.60212
4024038ddb766bb0e69d00d3,1,0.787931
4024e228c538f26757e05598,0,0
4035faa09f248d3606a89f76,1,0.459076
40792a7bd46e342fe5d22590,1,0.814053
407b4085bc254a3400cc2afb,1,0.834137
407cd5a0dc7b6a8b74a8aeaf,1,0.800848
40ad235284f11f74d0ef4683,0,0
40f4614df932e63d73d03152,1,0.765769
4161533ef0986f96b5891a03,0,0
417d5f8598686fb7ad952a73,1,0.724091
423c4c594034c63e80cf0c21,0,0
424a3621c58e8d17c0fe8220,1,0.62395
427703b41002547761ce59db,1,0.881615
42b5a73c435bc6777c9f5307,1,0.499935
42c543078ac2b651500036b4,1,0.848847
42cddf42b1ba6fd9514a6ceb,1,0.319971
43304834407886cd23e48f25,1,0.736969
44054114ca4e9bb827e1916f,1,0.819316
448181f2e0a0d6440bc3d6a2,0,0
44a46915b34993c088f7b624,1,0.819893
44e07c3afcabd9173fba24c0,1,0.475042
4519251ada11c3ceafc4b17f,1,0.268558
45b20a4702aa30d543643105,1,0.785144
45e4f2cce9cedb2804e9278e,1,0.821474
461bf40f656df2805299eb5f,1,0.808219
463b519338a0e7f8d1ab8362,1,0.400808
46753d4fb25ec0d46aa9571d,1,0.847716
46c47b2e2c6c4d73ef69cc8d,1,0.695545
47675b0993af582cfa0e6e82,1,0.737914
476c88c381c7a3c554542e1d,1,0.886027
4784470f68ce18518f0787fc,1,0.883638
4784d34ec4c654c5245cfa53,1,0.865452
478fcf7d2f98595017ec00d9,1,0.834542
47f09790bdbebf69a22259cc,1,0.910067
4849d2aeefc039e17fd1adf1,1,0.791338
48aa4747cb2f88890bdecd05,1,0.311532
48ae2c7c4c7852f5cd2bdc7a,1,0.773388
492e124c6d3bf148fa1532dd,1,0.862699
49570c5ea98f551e33faca4f,1,0.797399
496eb4de7970dc9799be17cb,1,0.334807
4985cccb7a5df2138831bcc5,1,0.882225
49a96372ea3294406ed55704,1,0.344443
4a076f5a6f4735f40203a2ff,1,0.593079
4a462767490072dff8886eff,1,0.659405
4a7f41a3c65db63c51f11d99,1,0.839734
4ac688c15dd3976c975fc5f6,1,0.839471
4ad56de0a03f6cdca5da23ea,1,0.456258
4aeb647d7184ac2a9ed16ff5,1,0.765769
4af18331ee7d5e782a8d7982,0,0
4c69a17494965b4f80cb075e,0,0
4d15fe13ca595150afa8b6ec,1,0.503506
4d55ac101dec32a5dd677e22,1,0.30819
4d6d5cfdc45072671099c4ea,1,0.821903
4d8ca105074fce7625ebd981,1,0.875787
4da28e2caff6846f1779b012,1,0.710929
4db4e2549d6d4b1c97e3181a,1,0.875255
4e6343e2f578e0d017c7764c,1,0.7413
4e9be5c73100d9916e979a72,0,0
4ed4ddf79c297a97bfcf26d4,1,0.877896
4f02d38d54052ea9da5710b3,1,0.260954
4f5ea580e8bed579de1baf2a,1,0.666388
4f7f2d019ee9fd688f85812c,1,0.859664
4f8983b001651bf42716bf8a,1,0.300027
4f9714b8e2025ee0bc87b04b,1,0.826852
4fa3ba7e336635d256997116,1,0.862699
50ce1cc80c5f3e23425ccbf7,1,0.712432
50d053e41a17f99f66c06651,1,0.775265
50e9a3c5b60611f8a648d10b,1,0.305801
50fd6766dbf623a9cf601238,1,0.86681
522374f79c21d2583be4d87f,1,0.777975
529795fb47466572eceb3437,1,0.81772
52a3554b35c1d0bca53f7510,1,0.294418
52dafb37f449afd9a995a192,1,0.845305
52ebffb8a7c3778e055e3814,1,0.633297
53aae8bcdcff0d53dc8c6f4f,1,0.870597
53de3670fbe09888b93429e1,1,0.489153
5410e710b32b498559123f02,1,0.255158
541e09eda4432615a4cf3f91,1,0.523527
542414f1331cb56d8710061b,0,0
548ac89b574c1bc5ea82c5ae,1,0.885235
548f4faac23ff4a1a428dd14,1,0.343672
5506a76d620bd748f4818ed4,1,0.394492
552594c9ee1250bda13eda65,1,0.77373
552f49711ca0c347a48853d5,1,0.269806
5574448579f8bf7a24a756fe,0,0
55b8caa33ae4aed95632673c,1,0.814643
5688cfeb67cd2fc15cf3478a,1,0.449695
569fca3d08ca3ccf2ec46ad6,1,0.771155
56a56f37b2fd85d48fe15ed7,1,0.813461
572dd8cc081dcec3457e6330,1,0.282196
5735e7a37eeac120ea43f73c,1,0.814201
57ff5e764a7ccf400aabbb24,1,0.855006
58955eb04612008c68f90e2f,1,0.831143
58b7a3792e89ed928e263ade,1,0.493847
58c8c37d23d3a89aa98e9b5b,1,0.766643
58dbb47f04012a9951f1e0ed,1,0.396711
58e80648f37fb6a5b65428b4,1,0.372848
58f1ad0832a700a8bb1938ea,1,0.584864
58fcdf03d5826a4a18cdd6a4,1,0.702632
59610274db2d905dab03e834,1,0.806548
59a35deaf2bf154b71becb33,1,0.674908
59c9179399817928737ecbca,1,0.593256
5a33e1e8efa15c8bbefcd3a6,1,0.57946
5a43e99153406859c608987a,1,0.814643
5a5434b9fce29edd7d34963e,1,0.330579
5a81ad36cd987ff758a0f247,1,0.336113
5aa25d8940b3a35b0fc58c64,1,0.783988
5b62683fb82326ff9507d7c9,1,0.806243
5b7e9eac83a7686e86782372,0,0
5c3553a76d3d2328dba048c8,1,0.698535
5c6bd66b77d5ec3b32b291c1,1,0.804713
5e6bbc93e5c5b183aad86a44,1,0.82347
5e8b8408a36afc43fd89c6a0,1,0.811676
5ea023c0c8d74eeaf2a395fb,1,0.830732
5f6012e2b30428513e8c414f,1,0.709019
5f6071f0b7f7b02b034111ec,1,0.541591
5f90e0e222f3b2c6ddac01fb,1,0.508857
5fd5ee450a6bc9f3f7e8b931,1,0.822046
5ff22f96cd775372e428a9fe,1,0.884039
603d0e2c3cbf0d97387bd360,1,0.667473
605c0d10490994db3a232f82,1,0.432123
60b017845bf58ae4470d069a,1,0.587174
60b41b0eeef6e12a7a0ace15,1,0.671901
616cdb02f77be10455ef4bf6,1,0.655997
62374833f033a1a3d86ebb4f,1,0.876951
624ab96fef810d705aab892d,1,0.68763
62d1109fc69d4f41e53bc349,1,0.681515
62f48bfe76cd45acef620c36,1,0.776792
637ad75ef113579d93a4626d,0,0
638fd86c8450ca1cd3a3fcda,1,0.80837
63cddc7dbee1c779cb510682,1,0.681303
63e1dae16d288d9e981db9f5,1,0.398523
64b9d9fb22aa904f59ffb8f1,1,0.809728
64ee57ad55356328d5b56d02,1,0.853791
650c3be2e4c7e9831c85516d,1,0.517921
652626f69e233a9274264b30,1,0.721449
652c50b339a63a319853abdd,1,0.816991
6546799f0a696de538f0aa58,1,0.817574
6552e7d72090e333ad87308c,1,0.685529
655f70e83879dcdb2df5827c,1,0.297572
65721cda8c1930c3aeea196d,1,0.714827
658eb0cd354dda2b4ea24b47,1,0.739986
65a58ae0c0b3c5e5c0448585,1,0.617167
6697c3e02af2bd23060a68f4,1,0.890103
66b9c235da1cf212b9e974ea,0,0
671cdb79c2dd240fa2c8b104,1,0.651355
676acb7673500ec73e0e224d,1,0.369315
6881bdcdfda09f10caab3845,1,0.854035
68b7dcbf71e5bf054f462272,1,0.373876
68ef5d3b59f4fd978574edb8,1,0.253861
6918d5b1faa1fcb0f2e3a799,1,0.8321
6992510e1fdeb1020794565b,1,0.754192
69e753af153c9dd5e0e020f3,0,0
6b41ff568ab6df417e0a7910,1,0.867148
6b5dae7d5688e73a6d5a6591,1,0.844922
6ba0225dd37c5a93e336d240,1,0.660282
6bb35c7242ed51c207a924e7,1,0.364891
6c1edc24dbf93dcc3b188b5e,1,0.913677
6c6ed9aaa6b40367e2dd3107,1,0.810929
6c72320491d53f4dc5015720,1,0.895157
6c992554cde5ba759f6775d8,1,0.787931
6cd8126ac2bc5813dd04b37b,1,0.882428
6d2d4d517c777462fc234766,0,0
6defcd95216de690faab7d90,1,0.814496
6ef1a02e8246c2bf4020e577,1,0.544378
6efc0c733b78984c1fea5fc5,1,0.86511
6f18e236edeb1d86692b506d,1,0.839997
6f7c4af4bab4ca773da2bbac,1,0.845433
6fac65a065dfe6e51ae04bb3,1,0.637934
719df139f68bcb6f139eafaf,1,0.864196
71bdd54137993486cd46d352,0,0
71e6545d0c143977d2e229f8,1,0.871693
725fa91c3ca777c8215e5d7d,1,0.893681
72b69206d7ab21b796571247,0,0
72e58fa6e0a8fb4ee136dace,1,0.893123
72f2101fbb08178675ec1ff6,1,0.313525
730af9580fff24cf7a808bee,1,0.661048
73b012fc797bd921021d8c0d,1,0.744285
73ccb1e2e4a3000767abdd4a,1,0.389953
753aa46d80d8bf305ffb1fc7,1,0.898232
756796612a9185d512cb2536,1,0.317532
75746cb49bec5a5b3197991b,1,0.796767
7592e386009221567304d771,1,0.840913
75c772782bce25e92f7bca42,1,0.850593
75f42a9c630ea90aa800ae69,1,0.392628
761cb3caf91953bf7a7f8805,1,0.715623
770e0e3d650dbfc69ae8b2c3,1,0.80038
77917f56cf4946ee99c4e3c5,1,0.662141
77d16b54bcc6b9c3733bf8c7,1,0.805785
77de918d9d01360ecba877d9,1,0.856573
7869c8569d75e23043e324ad,1,0.789721
787ecfb59d47de127e784607,1,0.408454
78b6f66f349719dcb1418fc1,1,0.533246
78c21cba1a5daf5af605e286,1,0.890485
78dbc16323bf104aa9627a56,0,0
79118ae7b5247678f5ac2932,1,0.842992
793d0dd107dbe14a4540ce6e,1,0.770465
795df9acbc20eb7772c0b454,1,0.813461
797dfe47addd03b03f3e2ef3,1,0.61451
7a220864407903be86b4613c,1,0.369656
7a3b0fae934bbe9d7307ca25,1,0.690768
7a4afe6e4cab1d414b23371f,1,0.677261
7adc1138cfc6fb742cabedc6,1,0.371479
7c6536a1d1354ef69ccaf7e0,1,0.505203
7c7ed115241515765d7bd22c,0,0
7cb0222ba53c777cf5439da5,1,0.256459
7cc8bde4183d45b40a167fc8,1,0.742422
7d1e76266d5df23f042b8017,1,0.868158
7d37f45532ef1fc208b2ea4e,1,0.457288
7d4bd00050482b0453cde0ea,1,0.492566
7da8c744136a347638be9aeb,1,0.788909
7e260ab46702d6afa20497aa,0,0
7e54dd078a1bcd624b25cc6d,1,0.833866
7e89e5e250abd1e0cc91fa15,1,0.437163
7ed33f2924a56c4796e43c09,1,0.586523
7f4fa3cf1314eb457f8f1a67,1,0.817429
80bc6811aef28a1f6887f36b,1,0.823328
80c6f1334527bd184bafdba8,1,0.867261
80e94afc0a1efeaf1a8f1d25,1,0.497269
812929d8161d16ff1ba1aaf0,1,0.860604
818cb8bf614a060aa9d471a0,1,0.885434
81e77347ba3a3764b6648533,1,0.380989
81edc409a4e6f47a4037f5f2,1,0.6973
81f5c91348cbfabc0e82429c,1,0.894237
827674db27321d8eb558fd00,1,0.683102
82c6a6459a35cabf44716bd0,1,0.756717
833677d1d9832a780359bbcc,1,0.659515
833dd661c6b3be02a65861c3,1,0.853425
834fc8de38cbab108fafb715,1,0.260013
83542d2b8e9553beb60da934,1,0.655777
8366242cf1d4d59491cd9277,0,0
83adece693ba1091687af1f2,1,0.405684
83bcb5b33badabc89d584008,1,0.568236
8424a8e32010bf745a0286fc,0,0
84922f99c45f15aa6d4fd563,1,0.811527
84a37efd1ba4402927acf397,1,0.690976
84b74cc4731581f37bdc222e,0,0
8536e881600ad992ca35ddc7,1,0.731442
854692b70f8cc7d27db57f24,1,0.474083
8549ca4d6f29602aeaf5702f,1,0.652131
860322d01da11706cef4dcb0,1,0.361954
86247befff6b65be31715c76,1,0.767341
86323196b6fc5ecd43985ca2,1,0.267791
8647e535b89b35561092ea74,1,0.884039
8742879962c72a6f22131b82,1,0.354768
875d82017854bc53f6d67e4d,1,0.320396
87f1cbca221168a5dd6863ff,0,0
8801b200c53b64549ac03e00,1,0.858125
881f4386cabe9b118c8d0f5f,1,0.846197
888e05dfcf8529ea59c96749,1,0.381335
8932af8d7c2732bdc8d43442,1,0.828384
89ae1e26565d88ffb660e0f0,0,0
89d9da60993cf9edb761934e,1,0.536586
8a20f673c2183bb324fba09a,1,0.273477
8a35f8238e2ac83a98787928,1,0.417093
8a4bde175579de850bb29ea3,0,0
8b47f3e71d12035144cc5f25,0,0
8b7f97e0d5c0ffeb41715eff,0,0
8b926c3ea8fa94fa1926b427,1,0.882428
8ba8bcf4d15258b70d82545a,0,0
8bbfad362f0ad3e5627ef2c8,1,0.737914
8c2f3ae72ff0c4e9e522175c,1,0.837753
8c747e26fcecef758f187287,1,0.75274
8ccfc33c028d42e4f8cf016b,1,0.812272
8dcec6b03862d19df7357ed8,1,0.856932
8e0847bcdd05ff1fc7932ceb,1,0.723114
8e6fa14acb46a0aae230d027,1,0.639286
8f5ba4c1164df9fd4c0f1130,1,0.90599
8f91e67c57939a7b78e8a1f5,1,0.304972
8fd724c652ee1a13df9bc0f4,1,0.883236
900b81f245a20d0af7e1e0b3,1,0.768038
902727b929542baf0019b6c5,1,0.437854
904924d092e0979cb17e4ff1,1,0.847716
90727489938a91e66c3b6885,1,0.349644
908fd64607a07355550773f2,1,0.552932
90d72d48ec4a1148351dc3fd,1,0.303938
911fb72c90e19710a1473e84,0,0
913f851081579a87ddcbd450,1,0.841174
91dcd9b1cae7ad38d2fd4049,1,0.809427
920d6c5d0b88e9f05bc390f0,1,0.726134
927a84e2b3c90eb101e38a4d,1,0.764892
930fe482dbe17e2329a113a9,0,0
932aed28e1b54f4f97dbff30,0,0
93366b2a2a0d2f966777a0a0,1,0.810479
937bfe08aa86703332d265e2,1,0.802246
9422a47f0ca102dd170c0b52,1,0.851336
9457a8557e70f60f06519a5b,0,0
946fcc31c43c5fab695f7e4d,1,0.866472
947ce908ad994b7939926ef7,1,0.419886
949708ebd5fa18ed577f3a8d,1,0.823896
94a6a8352c762453dfbde054,1,0.277669
94cb28b66dedc12f9a259d35,1,0.760117
95378d4668a3e8a795f06d22,1,0.769427
9537c434c979191098910cf9,1,0.880283
9552012793fae1b77ae2ffca,1,0.792464
95cdf79751dcf4ca1684e2b0,1,0.49659
960af541797d16470e4f9bf0,1,0.278846
960ece831b82b96f02de4310,1,0.849222
963dc614bbc9379e744c651c,1,0.820037
96a602526eed0a82d1e9443e,1,0.600716
96c129267d9856a2a4a74a19,1,0.851089
9795633c5aac0b90c256e557,0,0
97f0892ec2df02ed7b0a31b1,0,0
98b7816df1f5b30784272630,1,0.857649
98fa20bf4a91fbfe6c471830,1,0.863507
996e09428b36b36176958226,1,0.762778
996ed1fb1d4a34b6ea51a064,1,0.886224
99e5f607ee171d6af5cb019d,1,0.871256
99e943050a2c037b77c3c548,1,0.470128
9a4269bbee376ff522e7ac83,1,0.823754
9a43e43207b529a2665306df,1,0.827689
9a7e861271de3860ad3ebb58,1,0.842604
9a86b29955b1debca7fa6713,1,0.398406
9b81f337f75fe81db990c240,1,0.834811
9bb241d642e8ecc34ec89b99,1,0.848596
9bbd87ae5e1a9173e5b3bceb,1,0.834811
9c6aff8f77631c122bb7610c,1,0.831417
9cc87f83c1b1844c5a890985,1,0.832645
9d2607186be8074cd5e7dda8,1,0.789071
9d364ba4de7138a68fbf821a,1,0.310381
9d588967f7ed5f933371d260,1,0.614336
9d59ff3fe831002c6c9b2f27,1,0.884838
9d82b60092bd07ccc8d145e9,0,0
9db3e2bbf5a88886a8c318d5,1,0.779993
9dc164d4638a11e0b76e1d79,1,0.416856
9e317ed4be7c8539a48da32d,1,0.464355
9eabe5d1b3f883ff5cb8287f,1,0.332419
9eee08d144b6318cc61f9a72,0,0
9f52873273624e7334a8f7cb,1,0.828106
9f704160c9ed898488cba65a,1,0.838944
9f91caec17adc5e83733222a,0,0
9ff8ab4d65f5017d38004b4e,1,0.817137
9ffc8e75da0feb437bd78c74,1,0.840913
a052e8c5fd2282735a8e1b21,1,0.807612
a05d037bab9c6fb7f64b1123,0,0
a0851a5de501e9fbc8b2ffd8,1,0.466754
a0bdcd5d0d4c79151241d6ae,1,0.875148
a10f92a7da7ddca717a51b59,1,0.759761
a13d140f89a942f12c3edb38,1,0.776114
a1a7f8a0236f2f7283e91024,1,0.813164
a1ef84f1efc0c52e04bf6231,1,0.763836
a1f31c555281f1351caaf100,1,0.435061
a237fdb5ffd656e55ada13c9,1,0.456834
a2923f3405ee27eef31c8363,1,0.462716
a2aba1395e0ad4d07ead0b28,1,0.697094
a2c5a7baabcc1d6ab86060bf,1,0.799755
a2d56a6a82181030ef43c9df,1,0.424054
a2f869a025c90005fdc70c79,1,0.800224
a31e30de50564db65e054d6b,1,0.512624
a35357364d0fb0e93a42ab48,1,0.673621
a3949cf3e3e3a64e7b3bc8fa,1,0.85931
a3be8d2fecfb493f4264eb78,1,0.378459
a50ae3741bfa2181c0aa3529,1,0.904482
a53f28628fb5c3ca241c4ec1,1,0.888566
a544bd23ff48f190d909b312,0,0
a659e82abf9ae8bbf304f6fa,1,0.348202
a69a88993afc3fce116273c5,1,0.828939
a6acb4fed8fe79fa6dc446e2,1,0.800536
a6f8188d4ad61cd7bbc4bce5,1,0.871584
a7639dcc5f69133b8540dc89,0,0
a7e8cb815e960a000122aea2,1,0.793426
a8082b63ba7e78df2bab664b,1,0.821331
a80dbcb58eed24f296177b12,1,0.871037
a8121e3a57b1b92ee0cd0d65,1,0.832781
a8148390b504592b46e73fa7,1,0.813757
a87549c8ab2ac871965b7de9,1,0.860604
a88de3dba1b331c8e148bb2b,1,0.789558
a8e0652a212112ba2f8f12fb,1,0.889721
