uid,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56
00e73251a720097c9fce6522,0.01158965658,0.006930804346,0.03278170153,0.2091372758,0.001406987198,0.0287473686,0.003044400131,0.0005355845788,0.09789524227,0.00418846868,0.009931118228,0.001021604519,0.0004647878814,0.0002798973874,0.0009095222922,0.0007435049047,0.00255862833,0.001993533922,0.006441379897,0.0006622528308,0.000318132923,0.000729634834,0.0006315885112,0.001748561626,0.00138102856,0.001310827094,4.825068754e-05,9.614091687e-05,1.174771751e-05,0.0001179659012,1.433519992e-05,0.04787424207,0.0268345084,0.001511161565,0.0002426203428,0.0001016665556,0.0007128029247,2.398722791e-05,7.788441872e-05,0.006424498279,0.002765180776,0.003436640371,0.001212701434,0.004438082222,0.0003865962208,0.1421736479,0.07608084381,0.0914503634,0.0101750847,0.02010803483,0.02642383054,0.007378949784,0.01968027093,0.0003268705041,0.06649007648,0.0001612468914,0.01583625935
00ed715d0383a59b2ea4dea5,0.0003572365677,4.062436346e-05,0.0002514641674,0.0001810540853,4.874405204e-05,4.915385944e-05,8.155749674e-05,1.27711146e-05,0.0003116878215,0.0002968516492,1.710684046e-05,7.306464795e-06,4.992135018e-06,2.500651863e-05,2.588385087e-06,7.634810572e-06,0.000187759797,4.786908539e-05,8.756728494e-05,2.579306511e-06,6.149876572e-05,2.662935913e-06,2.25914464e-05,9.835887795e-06,2.739489355e-05,0.0001268583874,1.331711701e-05,0.008234285749,4.32468114e-05,2.33235296e-05,1.528630492e-06,0.0002350432333,9.277267964e-06,1.029032683e-05,9.048671927e-07,1.132481771e-06,8.745523701e-06,4.343887849e-05,0.000322671287,4.386401633e-05,6.827731704e-05,0.9560851455,2.02213887e-05,0.001164267771,0.00081870344,0.0002841718961,1.280978177e-05,0.002363843145,0.0001829055545,0.0001484118548,0.01263457816,0.000560039538,0.01169298124,0.002609960735,5.646477439e-05,2.473678251e-05,9.006057553e-06
00edf0fdca720b51e014951f,0.008347979747,0.04030565172,0.05780263245,0.01041585207,0.003293160349,0.005133807193,0.0004809447855,0.004268574528,0.05215318874,0.04684667289,0.002855617553,0.0005763192894,0.0001583266858,9.252171731e-05,0.0001073009553,2.927440983e-05,0.0001921276707,0.0003450018994,0.05202681199,0.0001040252901,0.0001116735293,0.0001504144893,0.0002957260585,0.0001828755776,0.0001560968667,4.118369907e-05,0.001476286678,0.0001507772977,0.0001127447686,0.0002962805156,4.94745691e-05,0.05007584766,0.008260582574,0.002516041044,5.65766095e-05,7.953363092e-05,0.0001358526788,3.499617014e-05,0.001721207518,0.0005583251477,0.001013747766,0.0001729092619,0.0001369304809,0.0002884204732,4.39769392e-05,0.4698966146,0.05599276721,0.005799941719,0.001622082083,0.003160970286,0.005821883213,0.01934701391,0.03171439096,0.004955719691,0.02891411819,0.002530761296,0.01658945344
01146d7d70f41eec73f5e74b,3.001597361e-05,2.620810847e-06,1.100088048e-05,9.365329606e-05,0.0004885953385,0.1346881539,1.97739746e-06,9.834472439e-05,0.003644172102,1.526731648e-05,0.8495717049,2.041594234e-05,3.531146376e-06,7.1889026e-06,3.826544344e-06,3.690877747e-06,6.483496691e-05,1.756254392e-06,0.0001281021541,1.952934144e-05,3.895629561e-06,5.976957709e-06,1.766347123e-05,0.00040529322,7.965527766e-05,7.132740848e-06,4.295703911e-05,0.0002703536011,3.424402894e-05,2.170963126e-05,0.003086395562,5.465974027e-05,7.222664135e-05,3.963083509e-05,6.262718671e-06,4.392512437e-06,8.721404811e-06,9.584704458e-06,2.525012314e-05,7.354009313e-07,2.875607379e-06,5.055255201e-07,6.395942182e-05,1.538876313e-05,5.526196674e-07,0.0001064109965,7.466680472e-06,5.224105917e-05,0.0008513498469,0.0002539241395,0.001612979919,3.964032942e-07,0.0001204881264,3.712037869e-05,3.163431529e-06,0.003752711462,2.331210089e-05
0121a13cce94111dfa6049e3,0.001611570711,1.985944073e-05,0.008437431417,0.00396475615,2.130760186e-05,6.999198376e-05,0.001410817727,0.0001277663832,0.0001201917767,0.01728351973,1.4833161e-05,1.368499488e-05,2.887067785e-05,6.594657316e-05,2.095560149e-06,4.76907644e-06,0.0007790407399,0.00201324746,0.0001610306499,9.743039118e-05,0.0004455006856,9.977504669e-05,0.0002094241499,2.031691656e-05,0.0001197530728,0.007186397444,6.252013918e-06,0.008276528679,0.002448570682,1.911655772e-06,1.561507815e-06,0.0003454341495,0.0001149825694,1.968980359e-05,5.353665983e-05,5.094008156e-05,0.0002330526622,7.98030087e-05,5.764841262e-05,1.47630999e-05,5.296028576e-06,0.1167440712,2.58383443e-06,7.18387455e-05,0.004993976559,0.0007680227864,0.0001770597446,0.0002535375534,0.0001945305557,0.000521006179,0.04829617962,0.0001820024627,0.7529181242,0.01872393861,8.605237963e-05,7.16237173e-06,2.068350659e-05
0121c20f479aac509b7c4cee,0.002644771244,0.01367762871,0.2156364918,0.02841594256,0.004014791921,0.01425384451,0.08718565106,0.003452217905,0.08250001818,0.1252047718,0.01361708622,0.0001701363653,0.0001706662733,0.0001296406117,2.82504825e-05,1.628018981e-05,3.926224235e-05,0.0006221539224,0.00621298654,3.737460065e-05,6.242462405e-05,0.000221668859,7.522436499e-05,8.368096314e-05,6.458867574e-05,2.70427845e-05,3.372394713e-05,0.0001680381392,5.39537541e-05,8.444981358e-05,3.067145008e-05,0.03153972328,0.003831929062,0.0001787627698,9.102347394e-05,3.62386163e-05,0.0001270290231,2.595743808e-06,0.0006941145984,0.0005938401446,9.82611673e-05,5.167285781e-05,6.612476682e-06,6.638551713e-05,6.754111382e-05,0.02934860624,0.09168047458,0.03055506013,0.002494421089,0.002908193972,0.02537327446,0.05144737661,0.06521935761,0.001652838313,0.04854221269,0.0001733671379,0.01428372879
012e977ddc6b998d6fb8e560,0.009523134679,0.00406667823,0.008555705659,0.04941469803,0.01093879342,0.163235575,0.0007932727458,0.0003707596043,0.05010023341,0.01207647752,0.05731112137,0.0001478235936,8.550123312e-05,9.92016212e-05,0.0003449608048,0.0003288166772,0.002267618431,0.000216393455,0.0007459999761,0.0004554999759,8.939801774e-05,0.0001073160529,0.0002413427428,0.0005717919557,0.001558548654,0.0002083784639,0.0004413071438,0.0004705571628,6.544391363e-05,0.0003251133021,0.0004600031534,0.004753006157,0.05919461697,7.278810517e-05,0.0001044753735,2.039090396e-05,0.0006506984355,3.486981586e-05,0.0004529242869,0.0001899095223,9.755798965e-05,6.174145528e-05,0.001708138618,0.0009536878206,2.592877718e-05,0.1071016341,0.00287591666,0.007627513725,0.09682051837,0.04065715894,0.006255795714,0.002810755046,0.02041675895,6.713543553e-05,0.01872580312,0.2516130209,0.001089809579
01323ab4dbb10e3465d5c2eb,3.953538908e-06,1.978550927e-06,0.000134048154,4.633658136e-06,5.375764886e-05,6.12959484e-05,1.6753485e-07,5.862623948e-05,6.386415771e-05,4.650002552e-07,4.275353422e-05,3.71231323e-07,7.74748969e-07,4.76342251e-07,5.066590347e-06,4.747227251e-07,4.767254359e-05,1.85214742e-06,2.293110811e-05,7.82880079e-07,2.059821327e-07,2.645849406e-07,3.161329687e-07,2.408112232e-05,1.04515666e-05,3.787810954e-07,9.116818092e-07,8.7534454e-06,1.421127763e-05,4.78843458e-06,2.784350545e-05,0.9990658164,2.4251789e-05,3.914198533e-05,2.433636155e-07,3.335560734e-07,1.586529379e-06,7.884378874e-07,5.138216238e-06,5.754227459e-07,5.930301995e-05,1.070508461e-05,5.460186912e-06,3.08051458e-05,3.725257969e-08,2.646707253e-05,4.553064173e-06,3.877608378e-06,2.884560854e-05,4.348273796e-05,1.815555697e-05,3.950512166e-07,1.319419971e-05,8.397374529e-08,1.532220631e-05,4.192770007e-07,2.768008699e-06
0167b968b98031ac34ed1fce,0.00107460632,5.719752608e-06,1.134036756e-05,7.420621114e-05,2.39476376e-05,1.768149923e-05,1.015032353e-06,4.979796131e-07,0.0001193947537,4.181888471e-07,3.96226751e-05,1.029837676e-05,0.0003412438382,4.93509333e-06,0.001125921845,0.01196018141,8.423606232e-06,0.001055127126,6.035433762e-05,0.002705695108,0.0004418682947,0.0003410172358,0.9675194025,0.001011186629,0.0005097491085,0.001049879473,4.381746237e-07,4.381766121e-05,2.521713941e-05,7.937933333e-06,1.171227609e-06,3.382051318e-06,2.612814933e-05,1.172797056e-06,1.688291604e-06,1.675260864e-05,0.007780130953,7.423338684e-05,9.478427501e-07,3.730191338e-06,1.711940604e-05,0.001482327818,0.0001144608032,4.895923212e-06,3.941866453e-05,2.378524186e-05,1.28839747e-06,5.145397154e-06,7.078525232e-05,0.0004257680266,7.581955288e-05,2.36489268e-06,0.0001504767861,1.102555757e-06,8.121125575e-05,3.025284514e-06,5.509247103e-07
016abccb110e9ed93a6dfe1c,0.009409293532,0.005717491265,0.04415297136,0.1492340267,0.03823682293,0.05788290501,0.004123565275,0.001483712462,0.070073843,0.01010607649,0.01676485129,0.0002587679191,0.0002148103813,7.065236423e-05,0.0005172789097,0.0006964641507,0.002140786266,0.0004811944964,0.002286978997,0.0004862501228,0.0003886261838,7.207055751e-05,0.0007823221385,0.001110075624,0.0006195215392,7.966379053e-05,0.0004504178942,0.0004820847826,0.0001317439164,0.000587898423,0.001245375257,0.03230723739,0.1952961236,0.0003916904679,0.0001050229694,4.917248225e-05,0.00144585711,0.0001519649231,0.001214951044,0.0005699513131,0.0001201140476,0.001072351821,0.0006557984161,0.00060245028,0.0006054131663,0.04044586048,0.005270067137,0.009828994051,0.1132047847,0.07350284606,0.003103700001,0.005239078309,0.06056261063,8.483254351e-05,0.03244341537,0.001351190149,8.592922677e-05
016aff272a6fdfd97eaafab9,4.323809844e-05,9.859300917e-06,2.367647176e-05,8.166560292e-06,5.196102961e-07,1.259448823e-06,2.128246706e-06,1.742018185e-06,9.65199888e-07,4.499324859e-06,2.357744222e-07,1.506769763e-06,2.593312729e-07,3.23373655e-07,4.793604376e-07,1.299234896e-06,1.896201138e-05,6.194783964e-06,2.62197068e-06,1.907908427e-06,2.843831135e-05,1.19301319e-06,3.719215101e-06,2.941422395e-07,1.522945894e-07,1.623048047e-05,5.531460943e-07,0.002392749302,0.0001079533831,1.726181949e-06,2.836323354e-08,8.502607898e-07,8.868863688e-07,2.039437959e-06,8.12853358e-08,4.61668651e-06,5.343522389e-07,0.0003045320918,1.839021479e-06,5.910282198e-05,0.0003263116523,0.9943711162,7.53608856e-06,0.000193964559,0.001187248039,5.137260359e-06,7.527082289e-06,1.255504799e-06,3.358278718e-06,5.652915206e-05,1.822285776e-05,2.23899201e-06,0.0003866440093,0.0003749430471,2.22679148e-07,4.414904708e-08,4.328613556e-07
017303d5be3a35618d8bd454,0.0008329799166,7.608785836e-06,6.462024612e-05,9.953507288e-06,3.908823601e-06,9.711274288e-06,2.472619781e-05,4.135866675e-06,2.511717867e-05,8.503121353e-05,1.900628149e-06,1.781326137e-05,2.899807259e-05,0.0001545542036,7.418340101e-05,0.0001335966663,5.293605909e-07,0.0001583261474,4.433516006e-05,3.359311449e-05,7.211101092e-06,0.0009001178551,0.0001380809408,6.510556705e-05,3.834362724e-05,0.002332495758,5.015794159e-06,1.088560452e-06,1.199280177e-05,1.799001666e-06,1.167456844e-06,9.487169336e-06,9.508225048e-06,1.772371616e-05,7.173387075e-06,0.989218235,2.002857218e-05,3.473138861e-07,3.971838396e-06,5.017004514e-05,2.823718432e-06,9.718519323e-07,9.75820285e-07,1.892939736e-06,3.434104485e-07,1.126208554e-05,0.005018395837,0.0002773593878,1.994615332e-06,5.31741307e-06,4.488043123e-05,2.125456922e-05,2.934751865e-05,1.59921965e-05,9.570439943e-06,1.223943059e-06,1.696417939e-06
01865ebc404ff834ae81c5e2,0.001676295185,0.003576722695,0.01570369303,0.02270821854,0.01451958902,0.05425667763,0.001156554441,0.000411408837,0.04706313089,0.005918743555,0.01656297036,4.23309757e-05,7.539795479e-05,5.392731327e-05,0.0001171634576,7.189108874e-05,0.0002001467947,9.572768613e-05,0.002334591001,0.0001064857497,9.389898332e-05,4.157467629e-05,0.0004352579126,0.0004304997274,0.000219896523,6.205343379e-05,3.23453969e-05,0.0002685811196,3.18904531e-05,0.0002232473198,0.0001078583155,0.004862210248,0.08052776754,4.118715515e-05,7.077472401e-05,2.460416545e-05,0.0003889150685,1.584996426e-05,9.357923409e-05,3.683233081e-05,4.345336129e-05,3.223605017e-05,2.480861622e-05,0.0001061787334,9.181722271e-05,0.03269943595,0.006588323973,0.002866737312,0.4828696847,0.03193651885,0.009927074425,0.001079105306,0.01634408347,3.435926192e-05,0.1322882026,0.008328858763,7.856931188e-05
01b697bf11730378dd5b2265,0.0004034198355,5.682628412e-08,4.094642645e-05,1.294822596e-05,4.980466883e-07,3.849260338e-06,7.133737381e-05,4.448026232e-07,1.164087007e-05,3.800448758e-05,2.127565949e-06,1.129271254e-06,3.691918209e-06,2.826015816e-06,5.273182069e-07,1.46276343e-05,5.087587397e-06,0.0003681794624,1.961475846e-06,6.003036106e-05,2.206860154e-05,1.601592157e-05,6.581233902e-05,3.146050949e-05,0.000139511656,0.9962664247,1.113520582e-07,6.318029591e-06,1.358235522e-06,5.791153868e-08,3.978978214e-08,2.13851331e-06,1.483246479e-06,2.153467733e-07,1.216370038e-06,9.963106095e-06,0.000321071595,7.459610174e-07,1.011122421e-07,1.374012726e-07,2.891562545e-08,5.49541619e-05,6.700271626e-08,3.766670034e-07,2.912666105e-06,3.315926278e-06,3.157150843e-07,2.45502315e-06,3.166626584e-06,6.058227427e-06,0.0001385376236,1.244606779e-06,0.00167142495,0.0001767804497,7.928960258e-06,5.934837759e-07,1.364390556e-07
01c794a9a2e00c836b75fe4d,0.0001474465244,9.170328849e-05,6.656881396e-06,0.0002959856356,0.0003049361694,0.0001647589816,5.023253379e-06,1.250542209e-05,0.00023734149,4.68744247e-06,3.818815094e-05,0.002631141106,0.9826247096,0.01016190089,4.647081005e-05,1.475065983e-05,1.625714503e-05,3.864024984e-05,8.894736675e-05,0.0001174557838,5.787100599e-05,7.658110553e-05,0.0001515501208,0.0001094265681,6.209958519e-05,2.521799615e-05,1.663144531e-06,3.114781293e-06,0.0001157350271,6.975519227e-06,8.568496014e-06,0.0001026690588,7.57466114e-05,1.237490596e-05,7.797069702e-05,4.14237411e-06,7.086319238e-05,9.053781105e-05,0.0001807690423,2.830425046e-06,0.0001191820265,6.712585673e-06,4.886242095e-05,1.459278064e-05,0.000197298039,2.538740955e-05,1.327490645e-05,2.409261469e-05,1.52801349e-05,4.001471461e-05,0.00038758546,1.598339259e-05,0.0004376138386,1.026547943e-05,8.237129077e-05,0.0002682581835,6.894630587e-06
01dd4d05aa81697684aea7dc,1.350154207e-06,0.955658555,0.0003324669669,5.922639684e-05,0.04059498757,5.565325864e-06,5.468275432e-08,0.0001501086954,7.230500614e-06,1.247968726e-06,1.772560978e-07,9.879297068e-06,1.495082415e-06,2.967510454e-06,3.735688006e-05,2.669838295e-06,2.241790042e-08,2.494965941e-07,9.538300219e-06,7.413254934e-07,4.713571798e-06,3.125131343e-06,9.598405995e-06,2.568795878e-07,1.526693609e-06,5.17273611e-06,5.946063084e-06,5.52125266e-06,0.0006653699093,6.054174719e-06,1.391833212e-05,0.0001451416465,2.296620914e-05,5.026833969e-05,1.093360311e-06,0.0001121378955,5.643990789e-06,0.0004474835296,2.085145297e-06,0.001177368686,2.494973387e-06,2.193318323e-06,2.143709025e-05,7.17662806e-06,2.863804866e-06,3.18759885e-05,3.668928548e-05,8.556014109e-06,8.871778846e-06,0.0001163716588,1.502533632e-05,4.737786185e-06,5.299517579e-05,0.0001029289851,2.934328677e-06,2.143372876e-05,1.896101054e-07
01e3cf0bf4389b12c5649a32,1.816700092e-06,5.5534354e-08,3.142932655e-06,2.664615693e-07,2.409901434e-08,7.030411808e-08,2.569493915e-07,1.833475771e-08,4.554087596e-08,4.082970463e-06,3.724076159e-09,1.699009822e-08,1.758809276e-08,3.108245394e-08,4.748320404e-09,6.85222858e-07,4.091122901e-05,4.751795473e-07,1.773152114e-08,4.867545655e-08,1.095536277e-06,1.680508177e-08,2.478022338e-07,2.540415878e-08,1.245187917e-07,3.001759978e-06,1.373136982e-08,6.750647299e-05,5.796210871e-07,4.999775882e-08,2.267278809e-09,1.412024631e-07,9.485037822e-08,7.029999693e-08,9.603779993e-09,1.888123968e-08,9.451201777e-08,7.685262062e-07,6.09955805e-07,2.910875628e-05,3.304019629e-06,0.99976331,4.157577393e-07,1.021247726e-06,4.514393731e-05,1.680261192e-07,8.735380419e-08,4.923024335e-07,3.075204802e-07,1.07701382e-07,7.34375044e-06,3.412148999e-07,2.08122874e-05,1.48318361e-06,5.179066065e-08,3.64446473e-09,1.455112475e-08
