uid,y,domain,has_animal,answer_raw,parse
0c3e539d7a6ff1eff3af719d,0,id,0,There is NOT an animal,ok
8bd11090641669e856dcf2f7,0,id,0,There is NOT an animal,ok
09558e5d97b9c4c04cce1d2d,0,id,0,There is NOT an animal,ok
4ac76e218af455557641d597,0,id,0,There is NOT an animal,ok
af4914e0d620d428a163b830,0,id,0,There is NOT an animal,ok
46905f90e178877f286c39fc,0,id,1,There is an animal,ok
11e73e36cf08d0a57046cd51,0,id,1,There is an animal,ok
4a424a49b09c30cb334b6d3f,0,id,0,There is NOT an animal,ok
71a68176cbe48bf121848fbe,0,id,0,There is NOT an animal,ok
e74d2d89ff6fffef8e81672b,0,id,0,There is NOT an animal,ok
5b112db47cc8761cf2b6c8c7,0,id,0,There is NOT an animal,ok
50ae29dbd217d83e2a9245de,0,id,1,There is an animal,ok
7c9f7fe9fd032e0bf371403d,0,id,1,There is an animal,ok
f2f5d12f548da7601443dca9,0,id,0,There is NOT an animal,ok
4678515a66ec40d3258a9d13,0,id,0,There is NOT an animal,ok
c17251fefc71cb770d92ac51,0,id,0,There is NOT an animal,ok
2b7fb02e15fe6777b5233198,0,id,0,There is NOT an animal,ok
a061eb952a1eb71e119e8c9e,0,id,0,There is NOT an animal,ok
def908d01c2dcd930eb4c4ef,0,id,0,There is NOT an animal,ok
781e61720380e67896e57a6f,0,id,1,There is an animal,ok
960ee6160907a3420c742461,0,id,0,There is NOT an animal,ok
7cdd6ab7ba0bf7c92a37574d,0,id,0,There is NOT an animal,ok
5176880de6de69364dff2fd3,0,id,1,There is an animal,ok
2f52db05ea9a8805c1cfd208,0,id,0,There is NOT an animal,ok
1ee0bb288e2460ef8b020552,0,id,0,There is NOT an animal,ok
20a6fae17df6c09b062b4cfe,0,id,1,There is an animal,ok
51f2b8b55bebdd7abb8056a8,0,id,1,There is an animal,ok
88353b7ea62976307d766479,0,id,1,There is an animal,ok
20949581cb776da2539858a1,0,id,1,There is an animal,ok
5fb207175a10619ff909f865,0,id,1,There is an animal,ok
c0bb0328dfe7473d6f5cd1bb,0,id,0,There is NOT an animal,ok
180ed33cab518300357ad22a,0,id,1,There is an animal,ok
7bbe95236827939b099b69b7,0,id,0,There is NOT an animal,ok
5930069cbb29ede858ec0cab,0,id,0,There is NOT an animal,ok
7b37aed07d146af3d1aedec9,0,id,1,There is an animal,ok
1275aba3a4166c03e0d85e6c,0,id,1,There is an animal,ok
2cc92374ff72690645b307e5,0,id,0,There is NOT an animal,ok
1bceab90c40bf85081478846,0,id,1,There is an animal,ok
c6633f30b05082986cf98f5f,0,id,1,There is an animal,ok
3a3a80202b984efe62647f4c,0,id,0,There is NOT an animal,ok
5bc949dba1dae15d98b0ddd9,0,id,0,There is NOT an animal,ok
58e00e82a5958fddef0d5402,0,id,1,There is an animal,ok
139692e9c55473d934c44095,0,id,0,There is NOT an animal,ok
8fd0f6df78f847f1a0adc360,0,id,1,There is an animal,ok
278613973823a08ff24b1113,0,id,1,There is an animal,ok
89b8e776f79d10a1579b6d54,0,id,1,There is an animal,ok
90923c2556034787d0fc3ce1,0,id,1,There is an animal,ok
34de1560a9d54330e6aa4417,0,id,0,There is NOT an animal,ok
b09e9bb10a78f4bc0e7f32c5,0,id,1,There is an animal,ok
85351854ff462e563678196e,0,id,0,There is NOT an animal,ok
fa1e0d584b999440c56e59c1,0,id,0,There is NOT an animal,ok
7bf95e6ab0e76963a348b6ce,0,id,0,There is NOT an animal,ok
c33049729474621a78badd19,0,id,0,There is NOT an animal,ok
e247c0c266f17a393500e9fa,0,id,1,There is an animal,ok
a41701a790582549b97ebd60,0,id,1,There is an animal,ok
c68f704d0e1349f9db54f5e0,0,id,0,There is NOT an animal,ok
fa9f742504f81f3563c48e20,0,id,1,There is an animal,ok
b7fc36f926e55ba16875f8d5,0,id,0,There is NOT an animal,ok
585ed2e12a46308c917873a8,0,id,0,There is NOT an animal,ok
69c5c91b9f282555d3267fca,0,id,1,There is an animal,ok
694f271035a7e37699e01f52,0,id,1,There is an animal,ok
26105935176195e2ed733ed6,0,id,0,There is NOT an animal,ok
1f65513d54713d3ea8a4a39d,0,id,0,There is NOT an animal,ok
354da9bc23d9a69fc9c988ad,0,id,0,There is NOT an animal,ok
d757903ee828b95ef1bab37c,0,id,0,There is NOT an animal,ok
5718a74699992071c9c4535a,0,id,0,There is NOT an animal,ok
3c57d1821f3b90bea9c27bd8,0,id,0,There is NOT an animal,ok
069df46c9d4366507606f779,0,id,1,There is an animal,ok
f674c20ae0ab25ec321bcf43,0,id,1,There is an animal,ok
8db9ca1c84a38f21bb89fa02,0,id,1,There is an animal,ok
03b46742c7131a8f29e5bb29,0,id,0,There is NOT an animal,ok
076d9d81b28f358a890c11e3,0,id,0,There is NOT an animal,ok
0f6fd39310f940f49c9f559c,0,id,1,There is an animal,ok
8674b5e08ffcb5f5ed155bd6,0,id,0,There is NOT an animal,ok
ec80d16b9b8e53f552ed2054,0,id,0,There is NOT an animal,ok
efb5f347fdbed79668f11679,0,id,1,There is an animal,ok
a7f26330c352b3ff5388acc4,0,id,1,There is an animal,ok
c18e223515503cd26e7de906,0,id,0,There is NOT an animal,ok
96ecfb0cf6a212543788cd46,0,id,1,There is an animal,ok
b253b075504226e8d7b9233f,0,id,0,There is NOT an animal,ok
55e7e4e4ba64d58a2c70a8e0,0,id,0,There is NOT an animal,ok
6506f8bc69a2f3de2737b7ce,0,id,1,There is an animal,ok
caa6ef889ff1a2302942672a,0,id,1,There is an animal,ok
81c506057ba8056c1554ab11,0,id,1,There is an animal,ok
90b22e953cade8c1c04c1ebd,0,id,1,There is an animal,ok
a6e8a249451d212c20b81919,0,id,0,There is NOT an animal,ok
7e84f4989414fd20ec6a3174,0,id,1,There is an animal,ok
edb53612164d10adba13c6c1,0,id,1,There is an animal,ok
e315d720ccfa65b27f0a32d7,0,id,0,There is NOT an animal,ok
58c06658d16e316bb75f407b,0,id,1,There is an animal,ok
1d23fa9e368a7ef200c852c6,0,id,1,There is an animal,ok
5b6836c6d0018cab38202b01,0,id,0,There is NOT an animal,ok
9606c4e71463f96a4c9e9a94,0,id,1,There is an animal,ok
cde72d5e7e92cb4d64f0fd6f,0,id,0,There is NOT an animal,ok
af0af7afda7ba1c9e2fda4a9,0,id,0,There is NOT an animal,ok
e7f1d2b498b2e323ed6dc590,0,id,0,There is NOT an animal,ok
a07c5941ed76b7377cb125d0,0,id,0,There is NOT an animal,ok
9be3641247cd6e826b140f55,0,id,0,There is NOT an animal,ok
ad828f8c8046e4d78911ade0,0,id,0,There is NOT an animal,ok
dcdef4f9ce23464252f9ec08,0,id,1,There is an animal,ok
8d74d25202d0187afccab824,0,id,0,There is NOT an animal,ok
2fa3aa8a1ce03b8b21984c47,0,id,1,There is an animal,ok
09248301304c21fdabdae877,0,id,0,There is NOT an animal,ok
cce8c05aca5092e2c29eab6c,0,id,0,There is NOT an animal,ok
edf712232ede1151c6aaa502,0,id,1,There is an animal,ok
32585a74afc1b30ea8ba00fc,0,id,0,There is NOT an animal,ok
358fb9ab6ad71f231eae5bd3,0,id,1,There is an animal,ok
785d7d8f5527291e4205a72b,0,id,0,There is NOT an animal,ok
3ed93ebc19a1d8e982de6204,0,id,1,There is an animal,ok
027d11d11a9ef78c5c6624e7,0,id,0,There is NOT an animal,ok
cdf62907e327c7f25b7ab77b,0,id,0,There is NOT an animal,ok
df2026e7d6171bf36e7478db,0,id,0,There is NOT an animal,ok
05c3487328a12b1102eede3d,0,id,1,There is an animal,ok
574662d55a098a6833021a4b,0,id,1,There is an animal,ok
cfaec5fe50b25e074b8b9e1b,0,id,0,There is NOT an animal,ok
d947b0df1ef23aedc36c2943,0,id,1,There is an animal,ok
c181a53a1ce9ed1670e2dfe6,0,id,1,There is an animal,ok
cd4cb3d59cb0c2ca8ee0ee09,0,id,0,There is NOT an animal,ok
f45a150d48b9228f00ef2bdd,0,id,1,There is an animal,ok
0b808456f3b06b06ba57a218,0,id,0,There is NOT an animal,ok
18be21f5ffdb8eb6ad57daa2,0,id,0,There is NOT an animal,ok
3bcd75cb31786ce43dbf6b7c,0,id,0,There is NOT an animal,ok
f6aeb899054bb40e682036d1,0,id,1,There is an animal,ok
ef4dad1ad0dc34c902a1d4f3,0,id,0,There is NOT an animal,ok
89143b1c339b4bece3b44549,0,id,0,There is NOT an animal,ok
09d7d95e055fd73bebdd1716,0,id,1,There is an animal,ok
80714b11418058ef3bce4b3d,0,id,1,There is an animal,ok
b618ccafa8460e9e18f497b8,0,id,0,There is NOT an animal,ok
f70fff0f0b8027ad6cf83f7b,0,id,0,There is NOT an animal,ok
5b2f97bce487ee3fc247e4e3,0,id,0,There is NOT an animal,ok
4a9a208f7e068462792fff00,0,id,0,There is NOT an animal,ok
fa369f5e0f7abee2785b793f,0,id,0,There is NOT an animal,ok
45d9de8ac89c9681a5d8a007,0,id,0,There is NOT an animal,ok
330a85d9b10c8b752393df20,0,id,0,There is NOT an animal,ok
33188333d9c3367359ac8df8,0,id,1,There is an animal,ok
9f2f87e68f511d83a322788e,0,id,0,There is NOT an animal,ok
a9758501324d55b13f305e93,0,id,1,There is an animal,ok
072ed35bcf3433d84ee05dd6,0,id,0,There is NOT an animal,ok
b06d5ed48910d8b4b831e70e,0,id,1,There is an animal,ok
656246bb7c23b025d08bc75c,0,id,0,There is NOT an animal,ok
278838f35b01372bb3c016cb,0,id,1,There is an animal,ok
ea56ad0f3505641cffe83a5e,0,id,0,There is NOT an animal,ok
8a70c051cf31c2d796459b2f,0,id,0,There is NOT an animal,ok
bcaf3ef35f7a6b9504cf5020,0,id,1,There is an animal,ok
b63d9477541f70309f7f9e7d,0,id,1,There is an animal,ok
b2387c64c6a89994ba8f1aa6,0,id,0,There is NOT an animal,ok
9eed191fbddbcf9bd2ee40cd,0,id,1,There is an animal,ok
42438b3f85ed80347991cc54,0,id,1,There is an animal,ok
007423b90c50109f4a36733f,0,id,0,There is NOT an animal,ok
5cf3bc5dc8c7a8544d6999cd,0,id,0,There is NOT an animal,ok
f0a73d3be03937b0f73e120b,0,id,0,There is NOT an animal,ok
e501c625f08d7728af9eb42b,0,id,1,There is an animal,ok
c6dfa6847dc4291cd553567a,0,id,1,There is an animal,ok
47d51a76314fb07f7e74e0bc,0,id,0,There is NOT an animal,ok
4cdc336fd56b035e77dcbd72,0,id,0,There is NOT an animal,ok
bcffdd98aad8292c045cafc7,0,id,0,There is NOT an animal,ok
e2bd47dc79dfd3a9c1e39477,0,id,0,There is NOT an animal,ok
f7bdeafe808a8f80be833b07,0,id,1,There is an animal,ok
2def43a2a8e49c8996f50435,0,id,0,There is NOT an animal,ok
c117e8a4eef206b7fe797b00,0,id,1,There is an animal,ok
2d252622bb61551f8c040009,0,id,1,There is an animal,ok
719b9d7f559e35ea0c6ef28c,0,id,0,There is NOT an animal,ok
57fdd6527f3d3351dba854b4,0,id,1,There is an animal,ok
97217faf9b03e5e304c42a42,0,id,1,There is an animal,ok
aa04862dea9d979c822a8f59,0,id,1,There is an animal,ok
1609fe975c97c957ddaf9701,0,id,0,There is NOT an animal,ok
67ae0545573821f1dd6ebf90,0,id,1,There is an animal,ok
0a5316c547941906f7856316,0,id,0,There is NOT an animal,ok
ffbb37a8a90246d7c69afa95,0,id,0,There is NOT an animal,ok
58df3d411453e02cffcc25b4,0,id,0,There is NOT an animal,ok
2e35523d6c729685f62608a0,0,id,0,There is NOT an animal,ok
f93d1d885bbfe2648d79fbed,0,id,1,There is an animal,ok
8357c4cf739869ee0a467def,0,id,0,There is NOT an animal,ok
412845fff08bcceb25a6a1c3,0,id,1,There is an animal,ok
1f7886ca7566dcc834b5c74d,0,id,0,There is NOT an animal,ok
efd128c74fd0b8b0304761c9,0,id,1,There is an animal,ok
d8f80fbc36de2b1aedad91c8,0,id,1,There is an animal,ok
c0154da1e65ca9e1beea82c2,0,id,1,There is an animal,ok
fd65e1079e0b2c9cb6e6a85e,0,id,1,There is an animal,ok
2186d28d05995e381dc740b7,0,id,1,There is an animal,ok
553ef6dc4275e3208407dfc3,0,id,1,There is an animal,ok
6535eeab342e1ce1dc37b752,0,id,0,There is NOT an animal,ok
3d272dfcdc407832985051ff,0,id,0,There is NOT an animal,ok
dd60cb55eb6487c06f1ac815,0,id,1,There is an animal,ok
88f7eba09a34a4aafbc55334,0,id,1,There is an animal,ok
70993a8baa4d6900129b6d32,0,id,0,There is NOT an animal,ok
dc6a5c6d0d9c1d8b2afffc95,0,id,0,There is NOT an animal,ok
7b1561688f95658fa8a05d7f,0,id,0,There is NOT an animal,ok
62cd5bdc4232f95e820fecd4,0,id,0,There is NOT an animal,ok
6a6c2d08c97e2692bca63a44,0,id,0,There is NOT an animal,ok
49567f47068a49c4361398f5,0,id,0,There is NOT an animal,ok
806d683d0bff2b7200a6c597,0,id,0,There is NOT an animal,ok
42fa1f90543e6a0515d5ee65,0,id,0,There is NOT an animal,ok
5aa614d5da84ad59a7633a04,0,id,0,There is NOT an animal,ok
4f2ebfdaf58a2210114f36be,0,id,0,There is NOT an animal,ok
ba847091e5517444be43d5b8,0,id,1,There is an animal,ok
32418bc9becaa37241b46f22,0,id,0,There is NOT an animal,ok
752067a41f7a772076d29f49,0,id,0,There is NOT an animal,ok
9f98bbc7ee9dfe0913503aab,0,id,0,There is NOT an animal,ok
f0031f36bb1eb1f609520bfd,0,id,0,There is NOT an animal,ok
7128b23906db73ee1ee70f88,0,id,1,There is an animal,ok
9418ccf668fbfd726072b54d,0,id,1,There is an animal,ok
766a67be8bac1224cb7b3be3,0,id,0,There is NOT an animal,ok
31122fe9ae37174be5ab564d,0,id,1,There is an animal,ok
3e9fae01b95ec682fcfa5c33,0,id,1,There is an animal,ok
016e8530e0d1fbd24692f14c,0,id,0,There is NOT an animal,ok
be162a6e598d32b71258f06c,0,id,1,There is an animal,ok
ca308e996d7563ee9ca9f167,0,id,1,There is an animal,ok
45615c606d9fa7fcf59081e3,0,id,1,There is an animal,ok
61927f5118f266a379662d6f,0,id,0,There is NOT an animal,ok
b16d5c183fc7c3f5655dc6ed,0,id,0,There is NOT an animal,ok
63f079622220c4954750ae31,0,id,0,There is NOT an animal,ok
e57cfaa5da9ff34773eacf5f,0,id,0,There is NOT an animal,ok
b2d033dc1d6e5d1d0f4af0e8,0,id,0,There is NOT an animal,ok
9d8bc0b2fc6378d3417396cd,0,id,1,There is an animal,ok
0f8e74375364a359da3da855,0,id,0,There is NOT an animal,ok
63e8de00204fc8c202ec6641,0,id,0,There is NOT an animal,ok
586302aa64148c41028722c6,0,id,0,There is NOT an animal,ok
1e294e6b0a5152dc02188003,0,id,0,There is NOT an animal,ok
6f8856f5b76a5b783c71e8c1,0,id,1,There is an animal,ok
4171350ed83cdbed67fafa6d,0,id,0,There is NOT an animal,ok
9052296b13e747d7d737b574,0,id,1,There is an animal,ok
773f8d3dff8f00e4169b06e0,0,id,0,There is NOT an animal,ok
11b4b3a50db30f2b2421bcc8,0,id,1,There is an animal,ok
8abeae113780a0d5b5ff9eaa,0,id,0,There is NOT an animal,ok
ee7f1f50bce525aebca16786,0,id,1,There is an animal,ok
4e11c20f00f0fbc00f265529,0,id,1,There is an animal,ok
3e4185a61e02d1c3992d3662,0,id,1,There is an animal,ok
602f4962e974b9d5bb710c1c,0,id,0,There is NOT an animal,ok
5ad437fa56bcb88aeec43341,0,id,1,There is an animal,ok
faa2e6204bb6b7f422228fae,0,id,1,There is an animal,ok
a334e2e6e80f46678529ffeb,0,id,0,There is NOT an animal,ok
32e569fe202a0609b443c12a,0,id,1,There is an animal,ok
2270f0711f7bbc740394cf46,0,id,0,There is NOT an animal,ok
a5970d02790f9e4ccb0f7ef4,0,id,0,There is NOT an animal,ok
a20dc6742bffb99fe13aba0b,0,id,0,There is NOT an animal,ok
049d5a33984093a86bc7f23d,0,id,0,There is NOT an animal,ok
32f42b548b70d1db383a8800,0,id,1,There is an animal,ok
a841f7987381aa68af2d4437,0,id,0,There is NOT an animal,ok
ef79c37568269ec5b7f8a596,0,id,0,There is NOT an animal,ok
70f1ef7a265a685c4cc9b1ab,0,id,0,There is NOT an animal,ok
50f74675132224b8ca4bc8dc,0,id,0,There is NOT an animal,ok
c689deb63bc8f2369afa1ec7,0,id,0,There is NOT an animal,ok
7e8fdfec9b65e2ea82b96f0e,0,id,0,There is NOT an animal,ok
f6ae93870e78aac274b20ff3,0,id,1,There is an animal,ok
27f6266773c3210331d49bd4,0,id,1,There is an animal,ok
b24e238b4b2bfa9c9ff95319,0,id,1,There is an animal,ok
a8b1c91faf77012145faa517,0,id,1,There is an animal,ok
aaa9fc5cbbc1132dee250ae1,0,id,0,There is NOT an animal,ok
0ba67b324f4ed403433024dc,0,id,1,There is an animal,ok
500e4a3dda719633715d50c9,0,id,1,There is an animal,ok
f56f318bcba3e12435f3796b,0,id,1,There is an animal,ok
d31fbba3b0c599edb698dd15,0,id,1,There is an animal,ok
dc48f91bce4499e6c4205090,0,id,0,There is NOT an animal,ok
cc9b9607f025ca30c0506fb3,0,id,0,There is NOT an animal,ok
14d7086ac006fa64556fdc93,0,id,1,There is an animal,ok
4f923e70bcb064b17da97078,0,id,0,There is NOT an animal,ok
3655de6270a12b5b86ccbf3b,0,id,1,There is an animal,ok
42a87a2782b59ea6539d20b2,0,id,0,There is NOT an animal,ok
290ae41769bdf3a7351db411,0,id,0,There is NOT an animal,ok
1f6def4d076fc4430f3e7894,0,id,0,There is NOT an animal,ok
f1c47d6e81015ffdbc1e3b3d,0,id,0,There is NOT an animal,ok
861dcefa6d9a7fafd5bd9988,0,id,0,There is NOT an animal,ok
41f0afc3b5880aa15c768449,0,id,1,There is an animal,ok
69f00f07e448e1716ccc83a1,0,id,0,There is NOT an animal,ok
83051480460c62198c4a9c0b,0,id,0,There is NOT an animal,ok
52e30e8b72dc5791613b344f,0,id,1,There is an animal,ok
f7eac875d0ed3c10a68ae266,0,id,0,There is NOT an animal,ok
c015cd84a4697fb9847da30b,0,id,0,There is NOT an animal,ok
fbb3ddab2a1e275acfe4bd17,0,id,1,There is an animal,ok
aabe5ee8de8ae42ca876d58f,0,id,0,There is NOT an animal,ok
c6e4b95e339a975878fb6c1a,0,id,0,There is NOT an animal,ok
0dbf56195bf1de84427808dc,0,id,0,There is NOT an animal,ok
063bc95784a941eaf236033a,0,id,0,There is NOT an animal,ok
bfef927f41c4ec04586c11a3,0,id,0,There is NOT an animal,ok
a03f7a42a70a99cd7aba8bf3,0,id,1,There is an animal,ok
951bdf903a3729357a6a2b2c,0,id,0,There is NOT an animal,ok
df9a0e1d0fe2058a95d8ca51,0,id,0,There is NOT an animal,ok
1e8ab8a2092fbd5a71d2314a,0,id,1,There is an animal,ok
d3879c996634cbb3a0ac0226,0,id,0,There is NOT an animal,ok
4093503b19e39a2229d0fc62,0,id,1,There is an animal,ok
1a405b048d31c6b3dd20cf4a,0,id,1,There is an animal,ok
8ce22cb0641d796ae58a5b73,0,id,0,There is NOT an animal,ok
dc58152dbf816f239aae8c3d,0,id,1,There is an animal,ok
b6b21a493ee275d2f1a6a14e,0,id,1,There is an animal,ok
19c995f127c49d97bc2ce735,0,id,1,There is an animal,ok
11c936a190065c6254b48643,0,id,1,There is an animal,ok
80582ccb14df9e140aa5c9db,0,id,1,There is an animal,ok
de8363bc765d87e1cad1e8c6,0,id,1,There is an animal,ok
34512d046f334efeab5b6a72,0,id,0,There is NOT an animal,ok
01b8ebc4bfc4e2de01d9eaf4,0,id,0,There is NOT an animal,ok
673d846a6af9cb675bbc905a,0,id,0,There is NOT an animal,ok
3d82126b362fef604c824845,0,id,0,There is NOT an animal,ok
6929846d1ebe41ad8c491800,0,id,0,There is NOT an animal,ok
e377dc69961ff3292da1f22c,0,id,1,There is an animal,ok
9f3df82ba02893823f8e44f3,0,id,0,There is NOT an animal,ok
aa439da73ae731ad86ec8234,0,id,0,There is NOT an animal,ok
cf2ea66e25845a1f454a3fe6,0,id,1,There is an animal,ok
8939fa0aa5cf30827fa1bc69,0,id,0,There is NOT an animal,ok
dea8b38af91465a76712cb55,0,id,0,There is NOT an animal,ok
c2e9cb60b3726d746ff4320f,0,id,1,There is an animal,ok
9250d6bd872d445ad99f9995,0,id,0,There is NOT an animal,ok
b477eef69d133b9c9231502a,0,id,0,There is NOT an animal,ok
77cb26a13666ef87d68dcc0a,0,id,1,There is an animal,ok
10b6354f733245e0d47d1ba6,0,id,1,There is an animal,ok
12a642439c11032cc0b0db16,0,id,0,There is NOT an animal,ok
a3990910b33ce366506629e1,0,id,1,There is an animal,ok
def4c23dccc715d5eea2f624,0,id,1,There is an animal,ok
87fb135239d46b106f4b2854,0,id,1,There is an animal,ok
56d775e3f57116352b3ab6a0,0,id,0,There is NOT an animal,ok
f150c012dc512533a5596330,0,id,1,There is an animal,ok
cb0d28e3547836627798dcf1,0,id,1,There is an animal,ok
88b9436895618bdc5ead2806,0,id,0,There is NOT an animal,ok
0df9716a501ccaa9f8cb92c6,0,id,1,There is an animal,ok
5fb20c5b0479837feba23dbf,0,id,0,There is NOT an animal,ok
500ad2f0e0aae4c3319cafa3,0,id,0,There is NOT an animal,ok
797536c012eb834a9b7c0690,0,id,0,There is NOT an animal,ok
c9855d889a2b8149c4cc6a54,0,id,0,There is NOT an animal,ok
6a1f2ae3d732621f1559fb02,0,id,0,There is NOT an animal,ok
c9d0a8bd29b5e448a04886aa,0,id,0,There is NOT an animal,ok
84133da357c999b48de4b31d,0,id,0,There is NOT an animal,ok
2ba4b776bfdfef24a6d87028,0,id,0,There is NOT an animal,ok
4f78455bdc9c8b5086ea992b,0,id,0,There is NOT an animal,ok
9e2ce964596d2813b8d0e800,0,id,1,There is an animal,ok
0e9ef86240abbf243d6fe77c,0,id,0,There is NOT an animal,ok
b5039ac14ca7e734254d215c,0,id,0,There is NOT an animal,ok
eb6eaac3f543fe5711803e89,0,id,1,There is an animal,ok
6c39ab43a548d3e4941e2456,0,id,0,There is NOT an animal,ok
80a305b910dd712511dd72ca,0,id,0,There is NOT an animal,ok
8427498252c496dc56d79a14,0,id,1,There is an animal,ok
4d6bd36d146a6b23909f89ce,0,id,0,There is NOT an animal,ok
7830e6ca455a573f1364df13,0,id,1,There is an animal,ok
6ce5f16dceb954c7c58cf65d,0,id,0,There is NOT an animal,ok
f499f87773c7dc083689a7b0,0,id,0,There is NOT an animal,ok
fdfaf806ef4aa1a30ddaa5cd,0,id,0,There is NOT an animal,ok
f0be3be952fdde1433456c04,0,id,0,There is NOT an animal,ok
98dfb2deb376ab6761a794b9,0,id,1,There is an animal,ok
427f111331f2bd2a6d2253c8,0,id,1,There is an animal,ok
57cc24a72aa21791ef928993,0,id,1,There is an animal,ok
d8e57726669796454496929a,0,id,0,There is NOT an animal,ok
c2ed3a43d4c0b10b7bd4d728,0,id,1,There is an animal,ok
618c130d3f43cea5e7353fa3,0,id,0,There is NOT an animal,ok
a3885637bf4662df9d040bff,0,id,0,There is NOT an animal,ok
c45015470f725ca567092f76,0,id,0,There is NOT an animal,ok
31597b663edda72d8088bf10,0,id,0,There is NOT an animal,ok
e1750031656a4fdbe0ad7542,0,id,1,There is an animal,ok
00599ae192402e68f592f07c,0,id,1,There is an animal,ok
7fd8520a43bb9cdcf8b25e07,0,id,0,There is NOT an animal,ok
2d89529e7523d20fd02f8336,0,id,0,There is NOT an animal,ok
80e2de93228950648e823409,0,id,1,There is an animal,ok
a45f0858f3e8ec6d33ed048e,0,id,1,There is an animal,ok
b423fef0ea75588dd61c5c6c,0,id,0,There is NOT an animal,ok
c37bb145ac45136af4c57f3d,0,id,1,There is an animal,ok
64d1e0dbcd977d5574413643,0,id,1,There is an animal,ok
c57c1901c993134ffe10d0a1,0,id,1,There is an animal,ok
9649fbd75b210c3e2dbf8baa,0,id,0,There is NOT an animal,ok
a56bf45144ab5393455d6d3c,0,id,0,There is NOT an animal,ok
466d32a22effbb7155afef44,0,id,0,There is NOT an animal,ok
3838da979838ef2db75ca15c,0,id,0,There is NOT an animal,ok
aea84d28c0a687a4b1eb7f88,0,id,0,There is NOT an animal,ok
1f40f180c416c175148cffd7,0,id,0,There is NOT an animal,ok
8cb2b0eb1cb4eb12a27242e1,0,id,1,There is an animal,ok
5dd0040a1f72ba10f73d42d4,1,id,1,There is an animal,ok
209c1f2d87327457497fe274,1,id,1,There is an animal,ok
73d7bbd6e5ac73428d1e4688,1,id,1,There is an animal,ok
5895544d8c1421fbb84207d2,1,id,1,There is an animal,ok
7692952b0d4c687c17debfea,1,id,1,There is an animal,ok
5c41966ce33c93a22edc4368,1,id,1,There is an animal,ok
ecfd81dd54cc29f4ba9a9dc0,1,id,1,There is an animal,ok
aa095def9e60ce72ee3962f6,1,id,1,There is an animal,ok
4a8a09d201a188cb4e865055,1,id,1,There is an animal,ok
040136fbda9ba5c33d9ec029,1,id,1,There is an animal,ok
e9dc1fa475e321562f3e625c,1,id,1,There is an animal,ok
b230d14df5e5655f4aaa27e4,1,id,1,There is an animal,ok
381e0678d8d19cfb3393eb32,1,id,1,There is an animal,ok
cc5d65a417337afc34e8da11,1,id,1,There is an animal,ok
af929a988d3030a407c3f68e,1,id,1,There is an animal,ok
50fe0eda482302f65f788f92,1,id,1,There is an animal,ok
